"Date","Cause","Casualties","RegisterNumber","Damage","Smoke","CO"
"2022-9-25 6:33","Cooking",0,3403252,48993,0,1
"2022-9-25 6:36","Other",0,2019001,99897,0,0
"2022-9-25 6:51","Other",0,1499746,92159,1,0
"2022-9-25 6:52","Cooking",0,9246429,29850,1,1
"2022-9-25 6:56","Cooking",0,2558939,64912,1,0
"2022-9-25 6:57","Heating",0,4733523,133184,1,0
"2022-9-25 6:6","Other",0,9183311,60226,0,1
"2022-9-25 6:9","Other",0,4566638,112739,1,0
"2022-9-25 6:9","Other",0,7154034,48009,1,1
"2022-9-25 7:15","Other",0,9899027,103272,1,0
"2022-9-25 7:30","Other",0,8685907,122551,1,0
"2022-9-25 7:35","Electrical Fault",0,8339168,45396,1,1
"2022-9-25 7:37","Cooking",0,1572332,37596,1,1
"2022-9-25 7:41","Other",0,3786398,58995,0,0
"2022-9-25 8:22","Other",0,662717,53844,0,0
"2022-9-25 8:23","Heating",0,7585555,44141,1,1
"2022-9-25 8:24","Electrical Fault",0,4797802,86041,1,1
"2022-9-25 8:25","Other",0,9253746,129272,0,1
"2022-9-25 8:3","Other",0,965800,39066,1,1
"2022-9-25 8:46","Other",0,2298331,48214,1,1
"2022-9-25 8:5","Cooking",0,9745407,47020,1,0
"2022-9-25 8:55","Cooking",2,482605,45594,1,0
"2022-9-25 8:9","Other",0,6511942,137268,0,0
"2022-9-25 9:24","Cooking",0,2396385,34384,1,1
"2022-9-25 9:39","Cooking",0,2928471,71557,0,1
"2022-9-25 9:4","Other",0,9772524,31576,1,1
"2022-9-25 9:41","Heating",0,3184875,70634,0,0
"2022-9-25 9:50","Electrical Fault",0,9497799,31939,1,1
"2022-9-26 0:15","Cooking",0,5753102,43344,1,1
"2022-9-26 0:32","Electrical Fault",0,629134,63576,1,1
"2022-9-26 10:2","Heating",0,9476915,33529,1,1
"2022-9-26 10:21","Other",0,9733241,46761,1,0
"2022-9-26 10:44","Cooking",0,9996692,40832,1,1
"2022-9-26 11:10","Other",0,8340428,44487,0,1
"2022-9-26 11:11","Other",0,682203,122233,0,0
"2022-9-26 11:15","Other",0,3359648,48573,1,1
"2022-9-26 11:15","Heating",0,3660458,85720,1,1
"2022-9-26 11:17","Other",0,5678231,83598,1,1
"2022-9-26 11:18","Cooking",0,8781238,38835,1,1
"2022-9-26 11:31","Other",0,9449621,36840,1,0
"2022-9-26 11:48","Cooking",0,8246405,58409,0,0
"2022-9-26 11:51","Other",0,6462211,39742,1,1
"2022-9-26 11:51","Other",0,9742804,33339,1,1
"2022-9-26 11:57","Heating",0,5037369,38643,1,1
"2022-9-26 12:15","Cooking",0,4220380,55113,0,1
"2022-9-26 12:30","Heating",0,4549407,111803,1,0
"2022-9-26 12:9","Other",0,5171892,125832,0,0
"2022-9-26 13:39","Other",0,5216740,60401,1,0
"2022-9-26 13:50","Cooking",0,3497531,70048,0,0
"2022-9-26 13:6","Other",0,7992727,37752,1,1
"2022-9-26 14:28","Other",0,4776805,52818,0,1
"2022-9-26 14:31","Other",0,6389842,47689,1,1
"2022-9-26 15:10","Other",0,6060558,40920,1,1
"2022-9-26 15:51","Other",0,5891840,88593,1,1
"2022-9-26 16:22","Cooking",0,3360197,54372,1,0
"2022-9-26 16:22","Cooking",2,4769954,43341,1,0
"2022-9-26 16:50","Heating",0,1681691,35753,1,1
"2022-9-26 17:29","Other",0,7266411,92183,1,1
"2022-9-26 17:38","Electrical Fault",0,2750125,36853,1,1
"2022-9-26 17:5","Heating",0,5290949,58535,0,0
"2022-9-26 17:5","Other",0,9664032,43860,1,1
"2022-9-26 17:58","Cooking",0,1641839,70849,0,0
"2022-9-26 17:58","Other",0,2002966,57073,1,1
"2022-9-26 18:16","Cooking",0,2047751,57836,1,0
"2022-9-26 18:21","Heating",0,3539584,99986,1,0
"2022-9-26 18:35","Other",0,500639,36006,1,1
"2022-9-26 18:38","Cooking",0,223112,54751,1,1
"2022-9-26 18:53","Other",0,9202638,69261,0,1
"2022-9-26 19:1","Heating",0,3203187,57839,1,0
"2022-9-26 19:18","Other",0,2465541,39212,1,1
"2022-9-26 19:23","Other",0,9198876,42676,1,1
"2022-9-26 19:29","Cooking",0,1082215,34254,1,1
"2022-9-26 1:1","Heating",0,1858469,50367,1,0
"2022-9-26 1:34","Other",0,4213423,66391,1,0
"2022-9-26 1:41","Heating",0,5579226,76292,0,0
"2022-9-26 1:48","Heating",0,5875874,38405,1,1
"2022-9-26 20:16","Electrical Fault",0,2077228,47918,0,1
"2022-9-26 20:29","Other",0,576790,63082,0,0
"2022-9-26 20:44","Heating",0,2132272,85959,0,0
"2022-9-26 20:50","Heating",0,6018911,99647,0,0
"2022-9-26 20:53","Heating",0,4498738,28849,1,1
"2022-9-26 21:11","Electrical Fault",0,2987026,59539,0,1
"2022-9-26 21:19","Cooking",0,6268179,114682,1,0
"2022-9-26 21:53","Heating",0,8133726,128577,0,1
"2022-9-26 21:9","Other",0,604259,61370,0,1
"2022-9-26 22:10","Cooking",0,1494496,36585,1,0
"2022-9-26 22:11","Electrical Fault",0,546138,70808,0,0
"2022-9-26 23:31","Other",0,2481536,57387,1,0
"2022-9-26 2:12","Other",0,1859695,71133,0,1
"2022-9-26 2:17","Heating",0,3372922,57340,0,1
"2022-9-26 3:34","Other",0,5723343,50092,1,0
"2022-9-26 4:21","Cooking",0,1545125,53713,1,0
"2022-9-26 4:32","Other",0,7124934,59788,1,1
"2022-9-26 4:43","Other",0,2699438,47696,1,0
"2022-9-26 5:21","Electrical Fault",0,1189434,134904,0,1
"2022-9-26 5:26","Heating",0,6540171,85058,1,1
"2022-9-26 5:45","Other",0,165613,63374,0,0
"2022-9-26 6:35","Cooking",0,501321,49360,1,1
"2022-9-26 6:38","Cooking",0,5585560,32593,1,1
"2022-9-26 7:15","Other",0,1025969,60934,0,1
"2022-9-26 7:49","Electrical Fault",0,2382049,57646,1,0
"2022-9-26 7:50","Other",0,9247718,95623,0,0
"2022-9-26 7:53","Other",0,2664432,61451,1,0
"2022-9-26 7:55","Other",0,8243271,73996,1,1
"2022-9-26 9:20","Heating",0,349692,56004,1,0
"2022-9-26 9:48","Other",0,8656077,92357,1,0
"2022-9-27 0:3","Other",0,7031279,91284,0,0
"2022-9-27 0:38","Electrical Fault",0,2945399,62219,1,1
"2022-9-27 10:0","Heating",0,1538242,53406,1,1
"2022-9-27 10:32","Other",0,9350610,60717,0,1
"2022-9-27 10:33","Other",0,5314111,51608,1,0
"2022-9-27 10:34","Heating",0,4329020,40257,1,1
"2022-9-27 10:36","Other",0,7621680,77783,1,1
"2022-9-27 10:38","Other",0,1577680,48978,1,1
"2022-9-27 10:47","Electrical Fault",0,8025780,37875,1,1
"2022-9-27 10:5","Cooking",0,271454,61048,0,1
"2022-9-27 10:59","Other",0,8771680,48300,1,1
"2022-9-27 11:1","Heating",0,6855883,114297,1,0
"2022-9-27 11:10","Electrical Fault",0,1194628,64815,0,1
"2022-9-27 11:26","Other",0,2018280,52579,1,1
"2022-9-27 11:27","Other",0,7154450,52001,1,1
"2022-9-27 11:33","Cooking",0,3271268,34187,1,1
"2022-9-27 11:39","Heating",0,8393114,45301,1,1
"2022-9-27 11:44","Cooking",0,9887272,86749,0,0
"2022-9-27 12:30","Other",0,7992137,35465,1,1
"2022-9-27 12:41","Cooking",0,4940518,32457,1,1
"2022-9-27 12:47","Other",0,9878723,96328,1,0
"2022-9-27 12:55","Other",0,6046387,32578,1,1
"2022-9-27 12:57","Electrical Fault",2,3672804,64519,0,0
"2022-9-27 13:21","Other",0,5635203,43108,1,1
"2022-9-27 13:28","Cooking",0,9629231,39604,1,1
"2022-9-27 13:46","Other",0,7269059,45047,1,1
"2022-9-27 14:12","Heating",0,1384227,51293,1,0
"2022-9-27 14:35","Electrical Fault",0,8528525,99696,0,1
"2022-9-27 14:41","Other",0,3750143,46216,1,1
"2022-9-27 14:8","Heating",0,5780654,62752,1,0
"2022-9-27 15:15","Cooking",0,7973289,41900,1,1
"2022-9-27 15:17","Heating",0,2227263,64524,1,1
"2022-9-27 15:35","Cooking",0,7740488,57087,1,0
"2022-9-27 15:37","Cooking",0,159391,51218,1,1
"2022-9-27 15:43","Heating",0,8582075,105107,1,0
"2022-9-27 16:43","Other",0,8826611,111175,0,0
"2022-9-27 17:18","Cooking",0,1714809,45127,1,1
"2022-9-27 17:21","Electrical Fault",0,9859944,30395,1,1
"2022-9-27 17:42","Other",0,2225192,134313,0,1
"2022-9-27 17:43","Other",0,4353256,52244,1,1
"2022-9-27 17:54","Other",0,1124688,70750,0,0
"2022-9-27 18:1","Electrical Fault",0,3900194,69216,0,0
"2022-9-27 18:16","Heating",0,7056726,103631,0,1
"2022-9-27 18:22","Cooking",0,6425444,65045,0,1
"2022-9-27 18:23","Cooking",0,8030897,59896,1,1
"2022-9-27 18:30","Electrical Fault",0,2657,50354,1,0
"2022-9-27 18:53","Other",0,2864892,54882,1,0
"2022-9-27 19:19","Heating",0,933146,57566,1,0
"2022-9-27 19:29","Heating",0,4270915,126879,0,1
"2022-9-27 19:33","Other",0,8030796,37204,1,0
"2022-9-27 19:57","Cooking",0,892344,53897,1,0
"2022-9-27 1:4","Electrical Fault",0,5854385,43963,1,1
"2022-9-27 20:11","Cooking",0,469243,57984,0,0
"2022-9-27 20:25","Heating",0,6974276,53363,1,1
"2022-9-27 20:30","Cooking",0,7912072,42693,1,1
"2022-9-27 20:35","Electrical Fault",0,8401018,65459,0,0
"2022-9-27 21:21","Other",0,9156918,109168,0,0
"2022-9-27 21:5","Other",0,7372972,46510,1,1
"2022-9-27 22:2","Heating",0,3286469,38245,1,1
"2022-9-27 22:26","Cooking",0,6225794,42863,1,1
"2022-9-27 22:52","Other",0,4162279,108944,0,1
"2022-9-27 23:29","Electrical Fault",0,939270,68821,1,0
"2022-9-27 23:31","Other",0,9363146,42353,1,0
"2022-9-27 23:6","Cooking",0,4518981,80031,0,0
"2022-9-27 2:25","Other",0,4825511,47137,1,0
"2022-9-27 2:44","Heating",0,6769886,100038,1,0
"2022-9-27 3:8","Electrical Fault",0,6394417,59885,1,0
"2022-9-27 4:41","Heating",2,8170636,39261,1,1
"2022-9-27 4:42","Electrical Fault",0,8312722,124227,1,0
"2022-9-27 4:8","Electrical Fault",0,5336283,56774,1,1
"2022-9-27 5:36","Electrical Fault",0,2564315,39100,1,1
"2022-9-27 6:30","Electrical Fault",0,1119131,69454,0,0
"2022-9-27 6:32","Cooking",0,5110100,49943,1,0
"2022-9-27 6:37","Electrical Fault",0,8559546,40446,1,0
"2022-9-27 6:54","Other",0,7858041,44880,1,1
"2022-9-27 6:7","Cooking",0,8982265,120367,0,1
"2022-9-27 7:21","Cooking",0,4164393,53635,1,0
"2022-9-27 7:30","Cooking",0,1565882,51987,1,1
"2022-9-27 7:55","Electrical Fault",0,6512612,63614,0,1
"2022-9-27 8:19","Other",0,9895914,70577,0,0
"2022-9-27 8:36","Other",0,1843887,60719,0,0
"2022-9-27 9:19","Heating",0,3522244,60901,0,0
"2022-9-27 9:22","Cooking",0,99019,47614,1,1
"2022-9-27 9:36","Other",0,5970023,116611,1,1
"2022-9-27 9:48","Cooking",0,8272875,60013,0,1
"2022-9-27 9:5","Other",0,7293776,57361,1,1
"2022-9-27 9:7","Heating",0,2404819,48333,1,0
"2022-9-28 10:29","Other",0,7020061,57739,0,1
"2022-9-28 10:30","Cooking",1,7340979,32149,1,1
"2022-9-28 10:39","Electrical Fault",0,464508,58076,1,1
"2022-9-28 10:42","Other",0,2200724,52940,1,1
"2022-9-28 10:44","Cooking",0,3169917,39413,1,1
"2022-9-28 10:50","Other",0,6771891,96775,1,0
"2022-9-28 11:11","Other",0,1746045,67648,0,0
"2022-9-28 11:13","Other",0,3672473,40836,1,1
"2022-9-28 11:18","Other",0,4927860,34413,1,1
"2022-9-28 11:18","Other",0,5336373,54677,1,1
"2022-9-28 11:18","Heating",0,6280413,32014,1,1
"2022-9-28 11:20","Cooking",0,343099,52463,0,1
"2022-9-28 11:28","Other",0,5026249,115054,0,0
"2022-9-28 12:31","Electrical Fault",0,8406181,42473,1,1
"2022-9-28 12:36","Electrical Fault",0,9023350,35276,1,1
"2022-9-28 12:38","Heating",0,5154015,107323,1,0
"2022-9-28 12:43","Other",0,2995987,56764,1,0
"2022-9-28 12:47","Other",0,6579352,63352,1,0
"2022-9-28 12:50","Cooking",2,905817,62906,1,0
"2022-9-28 12:57","Cooking",0,1513237,60916,1,0
"2022-9-28 12:59","Electrical Fault",0,4143376,59057,1,0
"2022-9-28 13:17","Electrical Fault",0,2072780,43282,1,1
"2022-9-28 13:22","Electrical Fault",0,4243022,54010,1,1
"2022-9-28 13:48","Other",0,3456506,108832,1,0
"2022-9-28 13:51","Other",2,3035296,56786,1,1
"2022-9-28 13:59","Heating",0,8709200,55632,1,1
"2022-9-28 14:1","Other",0,5020654,42093,1,1
"2022-9-28 14:27","Heating",0,3903565,33403,1,1
"2022-9-28 14:3","Other",0,7419417,103904,0,1
"2022-9-28 14:37","Other",0,330604,46855,1,1
"2022-9-28 14:37","Other",0,6935625,70354,0,0
"2022-9-28 14:56","Other",0,4716291,68451,0,0
"2022-9-28 14:56","Cooking",0,9919524,38599,1,1
"2022-9-28 15:10","Other",0,453471,50307,0,1
"2022-9-28 15:14","Electrical Fault",0,1924869,68860,1,0
"2022-9-28 15:31","Other",0,9398703,42976,1,1
"2022-9-28 16:0","Heating",0,1776433,80233,1,0
"2022-9-28 16:28","Cooking",0,3759961,45583,1,1
"2022-9-28 16:3","Electrical Fault",0,5990470,130259,1,0
"2022-9-28 16:38","Other",0,928407,96210,1,1
"2022-9-28 16:39","Other",0,4093272,45549,1,1
"2022-9-28 16:40","Heating",0,9992105,51430,1,0
"2022-9-28 16:46","Electrical Fault",0,4222001,58911,0,0
"2022-9-28 16:46","Cooking",0,8080146,55557,1,0
"2022-9-28 16:55","Electrical Fault",0,7783141,46907,1,1
"2022-9-28 17:4","Cooking",0,816093,64408,0,0
"2022-9-28 17:4","Heating",0,8564465,86799,1,0
"2022-9-28 17:44","Other",0,7656926,63261,1,0
"2022-9-28 18:14","Heating",0,5153226,67044,0,0
"2022-9-28 18:34","Other",0,7317363,114720,0,1
"2022-9-28 18:4","Other",0,417945,80097,0,0
"2022-9-28 18:50","Heating",0,965149,115512,0,0
"2022-9-28 18:52","Other",0,1550833,55675,0,1
"2022-9-28 19:0","Heating",0,6974014,82522,1,0
"2022-9-28 19:14","Other",0,7384278,78645,1,1
"2022-9-28 19:18","Cooking",0,2417423,127153,0,1
"2022-9-28 19:20","Electrical Fault",0,9092992,99377,0,0
"2022-9-28 19:22","Other",0,92144,98251,0,1
"2022-9-28 19:24","Electrical Fault",0,8830065,47359,0,1
"2022-9-28 19:38","Heating",0,2195313,55218,1,0
"2022-9-28 19:58","Heating",0,8789423,149082,0,0
"2022-9-28 1:32","Other",0,6232749,51430,1,1
"2022-9-28 1:39","Heating",0,977176,102049,1,0
"2022-9-28 1:59","Other",0,4765188,56873,1,0
"2022-9-28 20:16","Heating",0,2239026,45597,1,1
"2022-9-28 20:21","Electrical Fault",0,7130935,43810,1,1
"2022-9-28 20:49","Cooking",0,6543309,117463,0,0
"2022-9-28 20:5","Other",0,1686560,53386,1,0
"2022-9-28 21:31","Other",0,9814837,49604,1,1
"2022-9-28 21:32","Heating",0,3292162,58205,0,1
"2022-9-28 21:41","Other",0,637727,45907,1,0
"2022-9-28 21:48","Other",0,1409180,48793,1,0
"2022-9-28 21:53","Heating",0,8050731,128743,0,1
"2022-9-28 22:26","Heating",0,4449719,88170,1,0
"2022-9-28 22:32","Other",0,4075754,71025,0,1
"2022-9-28 22:9","Heating",0,2129333,37211,1,1
"2022-9-28 23:3","Electrical Fault",0,1071544,77387,0,1
"2022-9-28 23:40","Other",0,7825966,61179,0,1
"2022-9-28 23:44","Electrical Fault",0,6826457,77823,1,0
"2022-9-28 23:55","Other",0,7665282,49003,1,0
"2022-9-28 23:56","Other",0,1061229,58924,1,0
"2022-9-28 2:14","Heating",0,5944341,71291,0,0
"2022-9-28 3:15","Electrical Fault",0,830508,64738,0,1
"2022-9-28 4:41","Other",0,87591,51541,1,0
"2022-9-28 4:42","Other",0,2734568,37670,1,1
"2022-9-28 5:18","Other",0,553504,103636,0,0
"2022-9-28 5:20","Other",0,1672411,47917,0,1
"2022-9-28 5:58","Other",0,1530344,80559,1,1
"2022-9-28 6:19","Heating",0,8975342,32926,1,0
"2022-9-28 6:21","Electrical Fault",0,8011419,33940,1,0
"2022-9-28 6:31","Electrical Fault",0,6968466,58646,1,0
"2022-9-28 6:35","Heating",0,6597631,118019,1,1
"2022-9-28 6:51","Electrical Fault",0,5366352,115782,1,0
"2022-9-28 6:54","Other",0,7369223,46387,1,1
"2022-9-28 6:7","Other",0,2699931,94177,0,1
"2022-9-28 7:20","Heating",0,3876956,45428,1,0
"2022-9-28 7:37","Heating",0,9717945,39777,1,1
"2022-9-28 7:38","Electrical Fault",0,5291456,121566,0,1
"2022-9-28 8:18","Other",0,3804753,48479,1,1
"2022-9-28 8:2","Other",0,4029709,40409,1,1
"2022-9-28 8:27","Other",0,9771279,74864,1,0
"2022-9-28 8:49","Other",0,174822,47934,1,1
"2022-9-28 8:5","Other",0,88300,61192,1,0
"2022-9-28 8:50","Other",0,3292969,128111,0,0
"2022-9-28 8:51","Other",0,6119899,48782,1,1
"2022-9-28 8:58","Electrical Fault",0,5378408,127093,1,0
"2022-9-28 8:59","Electrical Fault",0,2024343,49609,1,1
"2022-9-28 9:11","Electrical Fault",0,1046492,106113,1,1
"2022-9-28 9:16","Cooking",0,3652654,50288,1,0
"2022-9-28 9:29","Other",0,5740682,56890,1,1
"2022-9-28 9:45","Heating",0,6320464,47386,0,1
"2022-9-28 9:48","Cooking",0,7420570,50598,0,1
"2022-9-28 9:9","Cooking",0,7798185,54175,1,1
"2022-9-29 10:13","Other",0,3182532,73204,0,0
"2022-9-29 10:38","Other",0,411336,50604,1,0
"2022-9-29 10:43","Cooking",0,4187364,44197,1,0
"2022-9-29 10:55","Cooking",0,8438617,114884,0,1
"2022-9-29 11:20","Other",0,5030186,90387,1,0
"2022-9-29 11:21","Cooking",0,4960945,48312,1,1
"2022-9-29 11:30","Other",0,2727484,49504,1,1
"2022-9-29 11:31","Other",0,8495263,101006,0,1
"2022-9-29 11:52","Cooking",0,3184494,33542,1,1
"2022-9-29 12:36","Electrical Fault",0,9701583,68813,1,1
"2022-9-29 13:15","Cooking",0,7789799,33028,1,1
"2022-9-29 13:34","Other",0,3062638,43496,1,0
"2022-9-29 13:46","Cooking",0,985334,83966,0,0
"2022-9-29 13:52","Other",0,2287564,46467,1,1
"2022-9-29 13:8","Electrical Fault",0,3831810,64025,0,0
"2022-9-29 14:36","Other",0,2803712,73421,0,0
"2022-9-29 14:54","Electrical Fault",0,5505672,52835,1,1
"2022-9-29 15:23","Heating",0,1878976,113372,1,1
"2022-9-29 15:4","Other",0,2836875,53585,0,0
"2022-9-29 15:48","Other",0,1687794,50173,1,1
"2022-9-29 15:48","Other",0,6182430,47348,1,1
"2022-9-29 15:51","Other",0,4970773,35548,1,1
"2022-9-29 16:13","Cooking",0,2622250,61760,0,1
"2022-9-29 16:21","Electrical Fault",0,7705247,105842,1,0
"2022-9-29 16:29","Other",0,3283367,109613,0,0
"2022-9-29 17:0","Other",0,6360164,73949,1,1
"2022-9-29 17:10","Cooking",0,3929718,60669,1,0
"2022-9-29 17:30","Cooking",0,2588911,45506,1,1
"2022-9-29 17:32","Electrical Fault",0,7029677,53238,1,1
"2022-9-29 17:59","Heating",0,3684349,69055,1,0
"2022-9-29 18:45","Cooking",0,3733297,47288,1,1
"2022-9-29 18:5","Cooking",0,7082500,59145,1,1
"2022-9-29 18:50","Other",0,2008858,53026,1,0
"2022-9-29 19:12","Heating",0,6761200,83771,0,0
"2022-9-29 19:26","Cooking",0,7876143,31191,1,1
"2022-9-29 19:28","Heating",0,3781097,63535,1,0
"2022-9-29 19:40","Heating",0,8572481,30435,1,1
"2022-9-29 1:3","Heating",0,6683690,86879,1,1
"2022-9-29 1:40","Other",0,9131159,75764,1,1
"2022-9-29 21:15","Other",0,3064975,59560,0,1
"2022-9-29 21:27","Other",0,3857913,69901,0,1
"2022-9-29 21:31","Heating",0,4672948,55019,0,1
"2022-9-29 21:37","Electrical Fault",0,2021542,53780,1,1
"2022-9-29 21:40","Electrical Fault",0,7359419,52007,1,0
"2022-9-29 21:49","Cooking",0,6417248,37732,1,1
"2022-9-29 21:5","Cooking",0,5767498,85025,1,1
"2022-9-29 22:0","Other",0,6734470,42572,1,1
"2022-9-29 23:22","Other",0,7790947,36370,1,1
"2022-9-29 23:32","Cooking",0,6641973,58102,0,1
"2022-9-29 23:40","Electrical Fault",0,9831906,73939,0,0
"2022-9-29 3:19","Electrical Fault",0,1201824,54859,1,1
"2022-9-29 3:20","Heating",0,1306668,70934,0,0
"2022-9-29 3:9","Heating",0,1554375,71676,0,0
"2022-9-29 4:46","Other",0,1756971,63592,1,1
"2022-9-29 6:13","Heating",0,5955825,48811,1,1
"2022-9-29 6:17","Electrical Fault",0,8492945,47828,1,0
"2022-9-29 6:18","Electrical Fault",0,7299740,42978,1,1
"2022-9-29 6:20","Heating",0,1172030,118882,1,0
"2022-9-29 6:25","Cooking",0,5343384,48016,1,1
"2022-9-29 6:25","Cooking",0,6611212,50540,1,0
"2022-9-29 6:44","Heating",0,5174117,81064,0,1
"2022-9-29 7:14","Heating",0,2917374,99370,1,0
"2022-9-29 7:29","Cooking",0,9680960,41960,1,0
"2022-9-29 7:35","Other",0,2669954,60394,1,0
"2022-9-29 7:38","Heating",0,3010180,49032,1,0
"2022-9-29 7:4","Other",0,9683353,87265,1,0
"2022-9-29 7:5","Heating",0,16614,59148,1,0
"2022-9-29 8:10","Cooking",0,3404605,61845,1,1
"2022-9-29 8:20","Electrical Fault",0,9249293,39320,1,0
"2022-9-29 8:33","Cooking",1,9760940,89316,1,0
"2022-9-29 8:5","Electrical Fault",0,3628086,69646,0,0
"2022-9-29 8:58","Cooking",0,4028378,56108,1,0
"2022-9-29 9:2","Electrical Fault",0,793003,57209,1,0
"2022-9-29 9:28","Cooking",0,2920680,61813,1,1
"2022-9-29 9:42","Other",0,5781977,43749,1,1
"2022-9-29 9:42","Cooking",0,6899085,51974,1,1
"2022-9-29 9:55","Other",0,4447739,85512,1,1
"2022-9-29 9:57","Heating",0,2004666,66146,0,0
"2022-9-3 10:3","Heating",0,4902844,36916,1,0
"2022-9-3 11:13","Electrical Fault",0,6712772,58679,1,0
"2022-9-3 11:2","Cooking",0,876535,103202,0,1
"2022-9-3 11:28","Other",0,6304424,63505,1,0
"2022-9-3 11:47","Cooking",0,7960316,38861,1,1
"2022-9-3 11:52","Other",0,640115,50117,1,1
"2022-9-3 11:53","Other",0,5506757,66511,0,1
"2022-9-3 11:55","Other",0,71073,60913,0,0
"2022-9-3 11:6","Cooking",0,4203040,58161,0,1
"2022-9-3 12:18","Other",0,7495673,40929,1,0
"2022-9-3 12:37","Cooking",0,3068913,39830,1,1
"2022-9-3 12:41","Cooking",0,8361826,NA,0,1
"2022-9-3 13:22","Cooking",0,9797903,58645,1,1
"2022-9-3 13:31","Cooking",0,9255713,90346,1,1
"2022-9-3 13:41","Other",0,8413291,62623,0,0
"2022-9-3 13:50","Cooking",0,9747546,71655,0,1
"2022-9-3 13:55","Heating",0,4222302,120789,0,0
"2022-9-3 14:0","Cooking",1,3168455,40489,1,0
"2022-9-3 14:16","Heating",0,2885684,72479,0,0
"2022-9-3 14:20","Cooking",0,5795802,64061,0,1
"2022-9-3 14:40","Other",0,9281302,131687,1,0
"2022-9-3 14:41","Other",0,6097098,93628,1,0
"2022-9-3 14:50","Other",0,5666431,112223,1,0
"2022-9-3 15:17","Other",0,2731650,46026,1,1
"2022-9-3 16:2","Heating",2,1791076,63229,0,1
"2022-9-3 16:24","Heating",0,344538,53896,1,1
"2022-9-3 16:26","Cooking",0,1682291,70508,0,0
"2022-9-3 16:35","Heating",0,9136860,74075,0,1
"2022-9-3 16:37","Other",0,440489,100260,1,1
"2022-9-3 17:10","Electrical Fault",0,6786567,52683,0,1
"2022-9-3 17:12","Electrical Fault",0,5088737,78692,1,0
"2022-9-3 17:22","Heating",0,2158876,99950,1,1
"2022-9-3 17:22","Cooking",0,8983444,47507,1,1
"2022-9-3 17:43","Heating",0,9100877,55585,1,0
"2022-9-3 17:50","Heating",0,2050856,47246,1,1
"2022-9-3 17:50","Cooking",2,3853642,61653,0,0
"2022-9-3 17:59","Other",0,1083140,60993,1,0
"2022-9-3 18:13","Cooking",0,5468080,55496,1,1
"2022-9-3 18:20","Other",0,1477790,62835,1,1
"2022-9-3 18:22","Other",0,4837814,55900,1,1
"2022-9-3 18:50","Other",0,2167139,39190,1,1
"2022-9-3 19:5","Cooking",0,3827730,55427,1,0
"2022-9-3 19:58","Cooking",0,7020610,77353,1,0
"2022-9-3 19:9","Other",0,5227320,69472,0,1
"2022-9-3 1:50","Electrical Fault",0,2328160,53640,1,1
"2022-9-3 20:18","Heating",0,1241920,54820,1,0
"2022-9-3 20:53","Other",0,8413698,38856,1,0
"2022-9-3 20:55","Cooking",0,3551035,64000,1,1
"2022-9-3 21:23","Other",0,7029023,57498,0,0
"2022-9-3 21:35","Cooking",1,1798395,50033,0,1
"2022-9-3 21:39","Other",0,7992885,51866,1,1
"2022-9-3 21:56","Other",0,8008110,51710,1,1
"2022-9-3 22:16","Electrical Fault",0,9131739,68865,1,0
"2022-9-3 22:30","Other",0,3548177,58194,1,0
"2022-9-3 22:32","Other",0,830996,37336,1,1
"2022-9-3 23:19","Other",0,6811632,64579,0,0
"2022-9-3 23:50","Heating",0,5994390,77058,0,0
"2022-9-3 3:9","Electrical Fault",0,1725619,61493,0,1
"2022-9-3 4:17","Other",0,7945550,110901,1,0
"2022-9-3 5:28","Cooking",0,5122651,56917,1,1
"2022-9-3 5:34","Other",0,9457158,40817,1,1
"2022-9-3 5:50","Other",0,1398311,40723,1,1
"2022-9-3 6:48","Other",0,6243140,111746,0,0
"2022-9-3 6:9","Heating",0,8679965,91218,1,1
"2022-9-3 7:58","Cooking",0,8738664,45909,0,1
"2022-9-3 8:23","Other",0,4467102,37773,1,1
"2022-9-3 8:50","Other",0,3891115,107979,0,0
"2022-9-3 8:52","Other",0,2395825,53186,1,1
"2022-9-3 8:9","Electrical Fault",0,4198645,60152,1,0
"2022-9-3 9:42","Other",0,6407519,58701,1,1
"2022-9-3 9:46","Cooking",0,6771868,35357,1,1
"2022-9-3 9:52","Cooking",0,1153951,49767,1,0
"2022-9-3 9:9","Other",0,9389896,67904,1,1
"2022-9-30 10:1","Other",0,4575002,57854,1,0
"2022-9-30 10:13","Other",0,1052302,64369,1,0
"2022-9-30 10:43","Cooking",0,1449836,58997,0,1
"2022-9-30 10:43","Cooking",0,7420699,55152,1,1
"2022-9-30 11:26","Cooking",0,7333262,109505,1,0
"2022-9-30 11:40","Other",0,3717909,51571,1,0
"2022-9-30 11:44","Electrical Fault",0,9582158,44564,1,0
"2022-9-30 11:7","Cooking",0,46958,71129,1,0
"2022-9-30 12:12","Heating",0,5122535,103203,1,1
"2022-9-30 12:22","Cooking",0,7107615,43602,1,1
"2022-9-30 12:29","Other",0,9249699,110608,0,0
"2022-9-30 13:31","Heating",0,9919041,116788,1,0
"2022-9-30 13:42","Other",0,6889500,51090,1,1
"2022-9-30 14:55","Electrical Fault",0,9427062,50795,1,0
"2022-9-30 15:1","Other",0,3782518,40551,1,0
"2022-9-30 15:30","Heating",0,4505502,37789,1,1
"2022-9-30 16:17","Other",0,961549,67489,0,0
"2022-9-30 16:34","Other",0,3640770,46937,1,0
"2022-9-30 16:41","Other",0,8440335,108047,0,1
